source,target,attributes
ADVANCES IN NEURAL INFORMATION PROCESSING SYSTEMS,CONFERENCE,"{'weight': 1.0, 'description': 'Advances in Neural Information Processing Systems is a conference', 'source_id': '66b7675d8c62321e1cc8916401159787'}"
V ASSIMAKOPOULOS,THE THETA MODEL,"{'weight': 1.0, 'description': 'V. Assimakopoulos is an author of the paper ""The theta model: a decomposition approach to forecasting"", which presents the theta model', 'source_id': '35e5d369f2d5fe8c06e11244cf7c9ba1'}"
THE THETA MODEL,INTERNATIONAL JOURNAL OF FORECASTING,"{'weight': 1.0, 'description': 'The theta model is a type of time series forecasting model, which was published in International Journal of Forecasting', 'source_id': '35e5d369f2d5fe8c06e11244cf7c9ba1'}"
INTERNATIONAL JOURNAL OF FORECASTING,THE TOURISM FORECASTING COMPETITION,"{'weight': 1.0, 'description': 'The tourism forecasting competition is an event where the paper ""The tourism forecasting competition"" was presented, which was published in International Journal of Forecasting', 'source_id': '35e5d369f2d5fe8c06e11244cf7c9ba1'}"
GEORGE ATHANASOPOULOS,THE TOURISM FORECASTING COMPETITION,"{'weight': 1.0, 'description': 'George Athanasopoulos is an author of the paper ""The tourism forecasting competition"", which presents the tourism forecasting competition', 'source_id': '35e5d369f2d5fe8c06e11244cf7c9ba1'}"
DEEP LEARNING FOR TIME SERIES FORECASTING,ACM COMPUT SURV,"{'weight': 1.0, 'description': 'Deep learning for time series forecasting is a type of time series forecasting model, which was published in ACM Comput. Surv.', 'source_id': '35e5d369f2d5fe8c06e11244cf7c9ba1'}"
OLIVER BORCHERT,MULTI-OBJECTIVE MODEL SELECTION,"{'weight': 1.0, 'description': 'Oliver Borchert is an author of the paper ""Multi-objective model selection for time series forecasting"", which presents the multi-objective model selection model', 'source_id': '35e5d369f2d5fe8c06e11244cf7c9ba1'}"
MULTI-OBJECTIVE MODEL SELECTION,ARXIV PREPRINT,"{'weight': 1.0, 'description': 'Multi-objective model selection is a type of time series forecasting model, which was published in arXiv preprint', 'source_id': '35e5d369f2d5fe8c06e11244cf7c9ba1'}"
TOM B BROWN,LANGUAGE MODELS ARE FEW-SHOT LEARNERS,"{'weight': 1.0, 'description': 'Tom B. Brown is an author of the paper ""Language models are few-shot learners"", which presents the language models are few-shot learners model', 'source_id': '35e5d369f2d5fe8c06e11244cf7c9ba1'}"
GRAY,LITWIN,"{'weight': 1.0, 'description': 'Litwin and Gray are authors of a research paper', 'source_id': '66b7675d8c62321e1cc8916401159787'}"
GRAY,CHESS,"{'weight': 1.0, 'description': 'Gray and Chess are authors of a research paper', 'source_id': '66b7675d8c62321e1cc8916401159787'}"
GRAY,CLARK,"{'weight': 1.0, 'description': 'Gray and Clark are authors of a research paper', 'source_id': '66b7675d8c62321e1cc8916401159787'}"
GRAY,BERNER,"{'weight': 1.0, 'description': 'Gray and Berner are authors of a research paper', 'source_id': '66b7675d8c62321e1cc8916401159787'}"
GRAY,MCCANDLISH,"{'weight': 1.0, 'description': 'Gray and McCandlish are authors of a research paper', 'source_id': '66b7675d8c62321e1cc8916401159787'}"
GRAY,RADFORD,"{'weight': 1.0, 'description': 'Gray and Radford are authors of a research paper', 'source_id': '66b7675d8c62321e1cc8916401159787'}"
GRAY,SUTSKEVER,"{'weight': 1.0, 'description': 'Gray and Sutskever are authors of a research paper', 'source_id': '66b7675d8c62321e1cc8916401159787'}"
GRAY,AMODEI,"{'weight': 1.0, 'description': 'Gray and Amodei are authors of a research paper', 'source_id': '66b7675d8c62321e1cc8916401159787'}"
CHESS,LITWIN,"{'weight': 1.0, 'description': 'Litwin and Chess are authors of a research paper', 'source_id': '66b7675d8c62321e1cc8916401159787'}"
CHESS,CLARK,"{'weight': 1.0, 'description': 'Chess and Clark are authors of a research paper', 'source_id': '66b7675d8c62321e1cc8916401159787'}"
CHESS,BERNER,"{'weight': 1.0, 'description': 'Chess and Berner are authors of a research paper', 'source_id': '66b7675d8c62321e1cc8916401159787'}"
CHESS,MCCANDLISH,"{'weight': 1.0, 'description': 'Chess and McCandlish are authors of a research paper', 'source_id': '66b7675d8c62321e1cc8916401159787'}"
CHESS,RADFORD,"{'weight': 1.0, 'description': 'Chess and Radford are authors of a research paper', 'source_id': '66b7675d8c62321e1cc8916401159787'}"
CHESS,SUTSKEVER,"{'weight': 1.0, 'description': 'Chess and Sutskever are authors of a research paper', 'source_id': '66b7675d8c62321e1cc8916401159787'}"
CHESS,AMODEI,"{'weight': 1.0, 'description': 'Chess and Amodei are authors of a research paper', 'source_id': '66b7675d8c62321e1cc8916401159787'}"
CLARK,LITWIN,"{'weight': 1.0, 'description': 'Litwin and Clark are authors of a research paper', 'source_id': '66b7675d8c62321e1cc8916401159787'}"
CLARK,BERNER,"{'weight': 1.0, 'description': 'Clark and Berner are authors of a research paper', 'source_id': '66b7675d8c62321e1cc8916401159787'}"
CLARK,MCCANDLISH,"{'weight': 1.0, 'description': 'Clark and McCandlish are authors of a research paper', 'source_id': '66b7675d8c62321e1cc8916401159787'}"
CLARK,RADFORD,"{'weight': 1.0, 'description': 'Clark and Radford are authors of a research paper', 'source_id': '66b7675d8c62321e1cc8916401159787'}"
CLARK,SUTSKEVER,"{'weight': 1.0, 'description': 'Clark and Sutskever are authors of a research paper', 'source_id': '66b7675d8c62321e1cc8916401159787'}"
CLARK,AMODEI,"{'weight': 1.0, 'description': 'Clark and Amodei are authors of a research paper', 'source_id': '66b7675d8c62321e1cc8916401159787'}"
BERNER,LITWIN,"{'weight': 1.0, 'description': 'Litwin and Berner are authors of a research paper', 'source_id': '66b7675d8c62321e1cc8916401159787'}"
BERNER,MCCANDLISH,"{'weight': 1.0, 'description': 'Berner and McCandlish are authors of a research paper', 'source_id': '66b7675d8c62321e1cc8916401159787'}"
BERNER,RADFORD,"{'weight': 1.0, 'description': 'Berner and Radford are authors of a research paper', 'source_id': '66b7675d8c62321e1cc8916401159787'}"
BERNER,SUTSKEVER,"{'weight': 1.0, 'description': 'Berner and Sutskever are authors of a research paper', 'source_id': '66b7675d8c62321e1cc8916401159787'}"
BERNER,AMODEI,"{'weight': 1.0, 'description': 'Berner and Amodei are authors of a research paper', 'source_id': '66b7675d8c62321e1cc8916401159787'}"
MCCANDLISH,LITWIN,"{'weight': 1.0, 'description': 'Litwin and McCandlish are authors of a research paper', 'source_id': '66b7675d8c62321e1cc8916401159787'}"
MCCANDLISH,RADFORD,"{'weight': 1.0, 'description': 'McCandlish and Radford are authors of a research paper', 'source_id': '66b7675d8c62321e1cc8916401159787'}"
MCCANDLISH,SUTSKEVER,"{'weight': 1.0, 'description': 'McCandlish and Sutskever are authors of a research paper', 'source_id': '66b7675d8c62321e1cc8916401159787'}"
MCCANDLISH,AMODEI,"{'weight': 1.0, 'description': 'McCandlish and Amodei are authors of a research paper', 'source_id': '66b7675d8c62321e1cc8916401159787'}"
RADFORD,LITWIN,"{'weight': 1.0, 'description': 'Litwin and Radford are authors of a research paper', 'source_id': '66b7675d8c62321e1cc8916401159787'}"
RADFORD,SUTSKEVER,"{'weight': 1.0, 'description': 'Radford and Sutskever are authors of a research paper', 'source_id': '66b7675d8c62321e1cc8916401159787'}"
RADFORD,AMODEI,"{'weight': 1.0, 'description': 'Radford and Amodei are authors of a research paper', 'source_id': '66b7675d8c62321e1cc8916401159787'}"
SUTSKEVER,LITWIN,"{'weight': 1.0, 'description': 'Litwin and Sutskever are authors of a research paper', 'source_id': '66b7675d8c62321e1cc8916401159787'}"
SUTSKEVER,AMODEI,"{'weight': 1.0, 'description': 'Sutskever and Amodei are authors of a research paper', 'source_id': '66b7675d8c62321e1cc8916401159787'}"
AMODEI,LITWIN,"{'weight': 1.0, 'description': 'Litwin and Amodei are authors of a research paper', 'source_id': '66b7675d8c62321e1cc8916401159787'}"
CARMONA,AUBET,"{'weight': 1.0, 'description': 'Carmona and Aubet are authors of a research paper', 'source_id': '66b7675d8c62321e1cc8916401159787'}"
CARMONA,FLUNKERT,"{'weight': 1.0, 'description': 'Carmona and Flunkert are authors of a research paper', 'source_id': '66b7675d8c62321e1cc8916401159787'}"
CARMONA,GASTHAUS,"{'weight': 1.0, 'description': 'Carmona and Gasthaus are authors of a research paper', 'source_id': '66b7675d8c62321e1cc8916401159787'}"
AUBET,FLUNKERT,"{'weight': 1.0, 'description': 'Aubet and Flunkert are authors of a research paper', 'source_id': '66b7675d8c62321e1cc8916401159787'}"
AUBET,GASTHAUS,"{'weight': 1.0, 'description': 'Aubet and Gasthaus are authors of a research paper', 'source_id': '66b7675d8c62321e1cc8916401159787'}"
FLUNKERT,GASTHAUS,"{'weight': 1.0, 'description': 'Flunkert and Gasthaus are authors of a research paper', 'source_id': '66b7675d8c62321e1cc8916401159787'}"
NEURAL CONTEXTUAL ANOMALY DETECTION FOR TIME SERIES,ARXIV:2107.07702,"{'weight': 1.0, 'description': 'Neural Contextual Anomaly Detection for Time Series is a research paper', 'source_id': '66b7675d8c62321e1cc8916401159787'}"
CHALLU,OLIVARES,"{'weight': 1.0, 'description': 'Challu and Olivares are authors of a research paper', 'source_id': '66b7675d8c62321e1cc8916401159787'}"
CHALLU,ORESHKIN,"{'weight': 1.0, 'description': 'Challu and Oreshkin are authors of a research paper', 'source_id': '66b7675d8c62321e1cc8916401159787'}"
CHALLU,GARZA RAMIREZ,"{'weight': 1.0, 'description': 'Challu and Garza Ramirez are authors of a research paper', 'source_id': '66b7675d8c62321e1cc8916401159787'}"
CHALLU,CANSECO,"{'weight': 1.0, 'description': 'Challu and Canseco are authors of a research paper', 'source_id': '66b7675d8c62321e1cc8916401159787'}"
CHALLU,DUBRAWSKI,"{'weight': 1.0, 'description': 'Challu and Dubrawski are authors of a research paper', 'source_id': '66b7675d8c62321e1cc8916401159787'}"
OLIVARES,ORESHKIN,"{'weight': 1.0, 'description': 'Olivares and Oreshkin are authors of a research paper', 'source_id': '66b7675d8c62321e1cc8916401159787'}"
OLIVARES,GARZA RAMIREZ,"{'weight': 1.0, 'description': 'Olivares and Garza Ramirez are authors of a research paper', 'source_id': '66b7675d8c62321e1cc8916401159787'}"
OLIVARES,CANSECO,"{'weight': 1.0, 'description': 'Olivares and Canseco are authors of a research paper', 'source_id': '66b7675d8c62321e1cc8916401159787'}"
OLIVARES,DUBRAWSKI,"{'weight': 1.0, 'description': 'Olivares and Dubrawski are authors of a research paper', 'source_id': '66b7675d8c62321e1cc8916401159787'}"
ORESHKIN,GARZA RAMIREZ,"{'weight': 1.0, 'description': 'Oreshkin and Garza Ramirez are authors of a research paper', 'source_id': '66b7675d8c62321e1cc8916401159787'}"
ORESHKIN,CANSECO,"{'weight': 1.0, 'description': 'Oreshkin and Canseco are authors of a research paper', 'source_id': '66b7675d8c62321e1cc8916401159787'}"
ORESHKIN,DUBRAWSKI,"{'weight': 1.0, 'description': 'Oreshkin and Dubrawski are authors of a research paper', 'source_id': '66b7675d8c62321e1cc8916401159787'}"
GARZA RAMIREZ,CANSECO,"{'weight': 1.0, 'description': 'Garza Ramirez and Canseco are authors of a research paper', 'source_id': '66b7675d8c62321e1cc8916401159787'}"
GARZA RAMIREZ,DUBRAWSKI,"{'weight': 1.0, 'description': 'Garza Ramirez and Dubrawski are authors of a research paper', 'source_id': '66b7675d8c62321e1cc8916401159787'}"
CANSECO,DUBRAWSKI,"{'weight': 1.0, 'description': 'Canseco and Dubrawski are authors of a research paper', 'source_id': '66b7675d8c62321e1cc8916401159787'}"
CHOWDHERY,NARANG,"{'weight': 1.0, 'description': 'Chowdhery and Narang are authors of a research paper', 'source_id': '66b7675d8c62321e1cc8916401159787'}"
CHOWDHERY,DEVLIN,"{'weight': 1.0, 'description': 'Chowdhery and Devlin are authors of a research paper', 'source_id': '66b7675d8c62321e1cc8916401159787'}"
CHOWDHERY,PALM,"{'weight': 1.0, 'description': 'Chowdhery and PaLM are authors of a research paper', 'source_id': '66b7675d8c62321e1cc8916401159787'}"
NARANG,DEVLIN,"{'weight': 1.0, 'description': 'Narang and Devlin are authors of a research paper', 'source_id': '66b7675d8c62321e1cc8916401159787'}"
NARANG,PALM,"{'weight': 1.0, 'description': 'Narang and PaLM are authors of a research paper', 'source_id': '66b7675d8c62321e1cc8916401159787'}"
DEVLIN,PALM,"{'weight': 1.0, 'description': 'Devlin and PaLM are authors of a research paper', 'source_id': '66b7675d8c62321e1cc8916401159787'}"
PALM,JOURNAL OF MACHINE LEARNING RESEARCH,"{'weight': 1.0, 'description': 'Journal of Machine Learning Research is a journal', 'source_id': '66b7675d8c62321e1cc8916401159787'}"
DAO,FLASHATTENTION-2,"{'weight': 1.0, 'description': 'Dao is an author of a research paper', 'source_id': '66b7675d8c62321e1cc8916401159787'}"
DARLOW,JOOSSEN,"{'weight': 1.0, 'description': 'Darlow and Joosen are authors of a research paper', 'source_id': '66b7675d8c62321e1cc8916401159787'}"
DARLOW,ASENOV,"{'weight': 1.0, 'description': 'Darlow and Asenov are authors of a research paper', 'source_id': '66b7675d8c62321e1cc8916401159787'}"
DARLOW,TSMIX,"{'weight': 1.0, 'description': 'Darlow is an author of a research paper', 'source_id': '66b7675d8c62321e1cc8916401159787'}"
JOOSSEN,ASENOV,"{'weight': 1.0, 'description': 'Joosen and Asenov are authors of a research paper', 'source_id': '66b7675d8c62321e1cc8916401159787'}"
JOOSSEN,TSMIX,"{'weight': 1.0, 'description': 'Joosen is an author of a research paper', 'source_id': '66b7675d8c62321e1cc8916401159787'}"
ASENOV,TSMIX,"{'weight': 1.0, 'description': 'Asenov is an author of a research paper', 'source_id': '66b7675d8c62321e1cc8916401159787'}"
ALGORITHM 2,ALGORITHM 1,"{'weight': 3.0, 'description': 'Based on the provided information, a comprehensive summary of the data can be generated as follows:\n\n**Summary of ALGORITHM 1 and ALGORITHM 2**\n\nALGORITHM 1 and ALGORITHM 2 are two related entities that are used for time series data generation. Specifically, ALGORITHM 1 is used in ALGORITHM 2, representing the TranAD testing algorithm. Furthermore, ALGORITHM 2 is related to ALGORITHM 1 as it is a description of the inference procedure. This suggests that ALGORITHM 2 builds upon or utilizes the functionality of ALGORITHM 1, highlighting their interconnectedness in the context of time series data generation.\n\n**Key Takeaways:**\n\n* Both ALGORITHM 1 and ALGORITHM 2 are used for time series data generation.\n* ALGORITHM 1 is used in ALGORITHM 2, specifically representing the TranAD testing algorithm.\n* ALGORITHM 2 is a description of the inference procedure related to ALGORITHM 1.\n\n**Contextual Information:**\n\nThe provided descriptions suggest that ALGORITHM 1 and ALGORITHM 2 are closely related and are used in conjunction with each other for time series data generation. The use of ALGORITHM 1 in ALGORITHM 2 and the description of ALGORITHM 2 as an inference procedure related to ALGORITHM 1 indicate a high degree of interdependence between the two entities. This summary provides a concise and coherent overview of the relationships between ALGORITHM 1 and ALGORITHM 2.', 'source_id': '6ea15432a841705c2e74cbc01f6004e9,a65c0f1eae6e779357739df141f75d36,e5e4a8f03f502fada5b17cba5dc942ba'}"
AUSTRALIAN ELECTRICITY,GODAHEWA ET AL.,"{'weight': 1.0, 'description': 'Australian Electricity is related to Godahewa et al. as they are the authors of a paper that mentions the Australian Electricity dataset', 'source_id': 'e5e4a8f03f502fada5b17cba5dc942ba'}"
GODAHEWA ET AL.,KDD CUP 2018,"{'weight': 1.0, 'description': 'KDD Cup 2018 is related to Godahewa et al. as Godahewa et al. participated in the competition', 'source_id': '6820cea275275e87630a6876e890c525'}"
GODAHEWA ET AL.,OPEN DATASET,"{'weight': 1.0, 'description': 'Open dataset is related to the academic paper Godahewa et al., as indicated by the use of the phrase ""Godahewa et al.""', 'source_id': '1727ee77a376bbef1c7625a001e4ac3d'}"
SECTION 5,TRANAD,"{'weight': 1.0, 'description': 'Section 5 presents additional analysis of the TranAD model', 'source_id': '203f9117f8528750ca0c22a768a02cd9'}"
ALGORITHM 1,SELF-CONDITIONING,"{'weight': 1.0, 'description': 'Self-conditioning is used in algorithm 1, representing the two-phase inference approach', 'source_id': 'a65c0f1eae6e779357739df141f75d36'}"
ERCOT LOAD,DOMINICK,"{'weight': 1.0, 'description': 'Dominick is related to ERCOT Load as both are datasets of energy usage data', 'source_id': 'e067234b24b0625a3f95ecc18035f915'}"
BRAZILIAN CITIES TEMPERATURE,MEXICO CITY BIKES,"{'weight': 1.0, 'description': 'Brazilian Cities Temperature is related to Mexico City Bikes as both datasets contain temperature data', 'source_id': '6a222f9ed7fcf5fc945dfc22e16a3502'}"
BRAZILIAN CITIES TEMPERATURE,BRAZILIAN WEATHER DATA,"{'weight': 1.0, 'description': 'Brazilian Cities Temperature dataset is sourced from Brazilian weather data', 'source_id': 'd4bc1397526f236029876d4fbc22a721'}"
MEXICO CITY BIKES,SOLAR,"{'weight': 1.0, 'description': 'Mexico City Bikes is related to Solar as both datasets contain energy data', 'source_id': '6a222f9ed7fcf5fc945dfc22e16a3502'}"
SOLAR,SPANISH ENERGY AND WEATHER,"{'weight': 1.0, 'description': 'Solar is related to Spanish Energy and Weather as both datasets contain energy data', 'source_id': '6a222f9ed7fcf5fc945dfc22e16a3502'}"
SOLAR,US SOLAR POWER DATA,"{'weight': 1.0, 'description': 'Solar dataset is sourced from US solar power data', 'source_id': 'd4bc1397526f236029876d4fbc22a721'}"
SOLAR,BEIJING MULTISITE SUNSPOT,"{'weight': 1.0, 'description': 'Beijing Multisite Sunspot is related to solar as solar is a specific type of Beijing Multisite Sunspot', 'source_id': 'ec7705b83cf4fe3aa18662c917b18c1a'}"
SPANISH ENERGY AND WEATHER,TAXI,"{'weight': 1.0, 'description': 'Spanish Energy and Weather is related to Taxi as both datasets contain energy data', 'source_id': '6a222f9ed7fcf5fc945dfc22e16a3502'}"
SPANISH ENERGY AND WEATHER,SPAIN ENERGY AND WEATHER DATA,"{'weight': 1.0, 'description': 'Spanish Energy and Weather dataset is sourced from Spain energy and weather data', 'source_id': 'd4bc1397526f236029876d4fbc22a721'}"
TAXI,USHCN,"{'weight': 1.0, 'description': 'Taxi is related to USHCN as both are datasets of transportation and climate data', 'source_id': 'e067234b24b0625a3f95ecc18035f915'}"
TAXI,NEW YORK,"{'weight': 1.0, 'description': 'New York is related to taxi as New York has taxi services', 'source_id': '6820cea275275e87630a6876e890c525'}"
USHCN,WEATHERBENCH,"{'weight': 1.0, 'description': 'USHCN is related to Weatherbench as both are datasets of climate and weather data', 'source_id': 'e067234b24b0625a3f95ecc18035f915'}"
USHCN,PRECIPITATION,"{'weight': 1.0, 'description': 'Precipitation is related to USHCN as USHCN provides precipitation data', 'source_id': '6820cea275275e87630a6876e890c525'}"
WEATHERBENCH,CAR PARTS,"{'weight': 1.0, 'description': 'WeatherBench is related to car parts as car parts can be affected by weather', 'source_id': '6820cea275275e87630a6876e890c525'}"
KDD CUP 2018,LONDON SMART METERS,"{'weight': 1.0, 'description': 'KDD Cup 2018 is related to London Smart Meters as both are datasets of energy usage data', 'source_id': 'e067234b24b0625a3f95ecc18035f915'}"
KDD CUP 2018,AIR QUALITY DATA,"{'weight': 1.0, 'description': 'KDD Cup 2018 dataset is sourced from air quality data', 'source_id': 'd4bc1397526f236029876d4fbc22a721'}"
KDD CUP 2018,NATURE,"{'weight': 1.0, 'description': 'Nature is related to KDD Cup 2018 as KDD Cup 2018 is a dataset used for pretraining and fine-tuning', 'source_id': '4c09f35749179fe18c7d7290eaa57955'}"
KDD CUP 2018,SUNSPOT,"{'weight': 2.0, 'description': 'Based on the provided information, the primary entity is ""KDD CUP 2018"" and the secondary entity is ""SUNSPOT"". \n\nAfter analyzing the descriptions, it appears that there are two possible connections between the entities. The first description suggests that both ""KDD Cup 2018"" and ""SUNSPOT"" are concepts related to nature. However, the second description provides a more specific connection, stating that both are datasets used for pretraining and fine-tuning.\n\nConsidering the second description as the primary connection, it can be inferred that ""KDD Cup 2018"" and ""SUNSPOT"" are datasets that are related to each other in terms of their usage in machine learning tasks. \n\nHere is a comprehensive summary of the data:\n\nThe ""KDD CUP 2018"" and ""SUNSPOT"" datasets are two related entities that are used in machine learning tasks, specifically for pretraining and fine-tuning. They are likely datasets that are used to train and evaluate models in a specific domain, possibly related to nature or environmental studies. \n\nThis summary is based on the second description, which provides a more specific connection between the two entities. If the first description is considered, the summary would be:\n\nThe ""KDD CUP 2018"" and ""SUNSPOT"" concepts are related to nature, but the exact nature of this connection is unclear.\n\nHowever, considering the context of the KDD Cup 2018, which is a machine learning competition, it is more likely that the connection between the two entities is related to their usage in machine learning tasks, rather than a general connection to nature.', 'source_id': '4c09f35749179fe18c7d7290eaa57955,9e88afa28686ff93769bfc5eb0f1095e'}"
KDD CUP 2018,AUSTRALIAN ELECTRICITY DEMAND,"{'weight': 1.0, 'description': 'KDD Cup 2018 is related to Australian electricity demand as Australian electricity demand is a specific type of KDD Cup 2018', 'source_id': 'ec7705b83cf4fe3aa18662c917b18c1a'}"
KDD CUP 2018,AIR QUALITY UCL,"{'weight': 1.0, 'description': 'KDD Cup 2018 is related to Air Quality UCL as Air Quality UCL is a specific type of KDD Cup 2018', 'source_id': 'ec7705b83cf4fe3aa18662c917b18c1a'}"
LONDON SMART METERS,M4,"{'weight': 1.0, 'description': 'London Smart Meters is related to M4 as both are datasets of energy and economic data', 'source_id': 'e067234b24b0625a3f95ecc18035f915'}"
LONDON SMART METERS,AUSTRALIAN ELECTRICITY DEMAND,"{'weight': 1.0, 'description': 'Australian electricity demand is related to London smart meters as both are datasets used for pretraining and fine-tuning', 'source_id': '4c09f35749179fe18c7d7290eaa57955'}"
LONDON SMART METERS,WIND FARMS,"{'weight': 1.0, 'description': 'London smart meters is related to wind farms as both are datasets used for pretraining and fine-tuning', 'source_id': '4c09f35749179fe18c7d7290eaa57955'}"
LONDON SMART METERS,PEDESTRIAN COUNTS,"{'weight': 1.0, 'description': 'London Smart Meters is related to pedestrian counts as pedestrian counts are a specific type of London Smart Meters', 'source_id': 'ec7705b83cf4fe3aa18662c917b18c1a'}"
LONDON SMART METERS,ETT M2,"{'weight': 1.0, 'description': 'London Smart Meters is related to ETT M2 as ETT M2 is a specific type of London Smart Meters', 'source_id': 'ec7705b83cf4fe3aa18662c917b18c1a'}"
M4,M5,"{'weight': 1.0, 'description': 'M4 and M5 are forecasting competitions that contain data from various domains', 'source_id': 'a875a1c0bede47a1c4e3823be81c42c6'}"
M4,ETSFORMER,"{'weight': 1.0, 'description': 'M4 is related to ETSformer as ETSformer is used for short-term time series forecasting on M4', 'source_id': 'd4551c2839eaa68a7cb7324089956581'}"
M4,LIGHTTS,"{'weight': 1.0, 'description': 'M4 is related to LightTS as LightTS is used for short-term time series forecasting on M4', 'source_id': 'd4551c2839eaa68a7cb7324089956581'}"
M4,M3-QUARTERLY,"{'weight': 1.0, 'description': 'The M4 benchmark and the M3-Quarterly dataset are both benchmarks', 'source_id': '50eeacd99c68b2581be90310bedcbc2c'}"
DOMINICK,MEXICO CITY,"{'weight': 1.0, 'description': 'Dominick is related to Mexico City as Dominick has a store in Mexico City', 'source_id': '6820cea275275e87630a6876e890c525'}"
EXCHANGE RATE,FRED-MD,"{'weight': 1.0, 'description': 'Exchange Rate is related to FRED-MD as both are datasets of economic data', 'source_id': 'e067234b24b0625a3f95ecc18035f915'}"
EXCHANGE RATE,EXCHANGE RATE DATA,"{'weight': 1.0, 'description': 'Exchange Rate dataset is sourced from exchange rate data', 'source_id': 'd4bc1397526f236029876d4fbc22a721'}"
EXCHANGE RATE,ETT H1,"{'weight': 1.0, 'description': 'Exchange Rate is related to ETT H1 as both are concepts related to energy', 'source_id': '9e88afa28686ff93769bfc5eb0f1095e'}"
EXCHANGE RATE,ELECTRICITY WEATHER CPU USAGE,"{'weight': 1.0, 'description': 'Electricity weather CPU usage is related to exchange rate as exchange rate is a specific type of electricity weather CPU usage', 'source_id': 'ec7705b83cf4fe3aa18662c917b18c1a'}"
FRED-MD,ECONOMICS,"{'weight': 1.0, 'description': 'FRED-MD is related to economics as it provides data on economic variables', 'source_id': '4eb417cb4bd15ceba2949a1358623cb8'}"
FRED-MD,FEDERAL RESERVE BANK DATA,"{'weight': 1.0, 'description': 'FRED-MD dataset is sourced from Federal Reserve Bank data', 'source_id': 'd4bc1397526f236029876d4fbc22a721'}"
ECONOMICS,AIR QUALITY,"{'weight': 1.0, 'description': 'Air Quality is related to Economics as both are domains used for fine-tuning forecasting tasks', 'source_id': '3ba0bc9230706fb8f4a61d16ecf8fd26'}"
ECONOMICS,CLOUD,"{'weight': 1.0, 'description': 'Cloud is related to Economics as both are domains used for fine-tuning forecasting tasks', 'source_id': '3ba0bc9230706fb8f4a61d16ecf8fd26'}"
ECONOMICS,INSTANCES,"{'weight': 1.0, 'description': 'Instances are related to economics as economics is a specific type of instance', 'source_id': 'ec7705b83cf4fe3aa18662c917b18c1a'}"
M1 (MONTHLY),M1 (QUARTERLY),"{'weight': 1.0, 'description': 'M1 (Monthly) is related to M1 (Quarterly) as both are time series datasets of economic and financial variables', 'source_id': '4eb417cb4bd15ceba2949a1358623cb8'}"
M1 (MONTHLY),M1 (YEARLY),"{'weight': 1.0, 'description': 'M1 (Monthly) is related to M1 (Yearly) as both are time series datasets of economic and financial variables', 'source_id': '4eb417cb4bd15ceba2949a1358623cb8'}"
M1 (QUARTERLY),M1 (YEARLY),"{'weight': 1.0, 'description': 'M1 (Quarterly) is related to M1 (Yearly) as both are time series datasets of economic and financial variables', 'source_id': '4eb417cb4bd15ceba2949a1358623cb8'}"
M3 (MONTHLY),M3 (QUARTERLY),"{'weight': 1.0, 'description': 'M3 (Monthly) is related to M3 (Quarterly) as both are time series datasets of economic and financial variables', 'source_id': '4eb417cb4bd15ceba2949a1358623cb8'}"
M3 (MONTHLY),M3 (YEARLY),"{'weight': 1.0, 'description': 'M3 (Monthly) is related to M3 (Yearly) as both are time series datasets of economic and financial variables', 'source_id': '4eb417cb4bd15ceba2949a1358623cb8'}"
M3 (QUARTERLY),M3 (YEARLY),"{'weight': 1.0, 'description': 'M3 (Quarterly) is related to M3 (Yearly) as both are time series datasets of economic and financial variables', 'source_id': '4eb417cb4bd15ceba2949a1358623cb8'}"
M4 (QUARTERLY),M4 (YEARLY),"{'weight': 1.0, 'description': 'M4 (Quarterly) is related to M4 (Yearly) as both are time series datasets of economic and financial variables', 'source_id': '4eb417cb4bd15ceba2949a1358623cb8'}"
M5,NN5 (DAILY),"{'weight': 1.0, 'description': 'M5 is related to NN5 (Daily) as both are time series datasets of economic and financial variables', 'source_id': '4eb417cb4bd15ceba2949a1358623cb8'}"
M5,NN5 (WEEKLY),"{'weight': 1.0, 'description': 'M5 is related to NN5 (Weekly) as both are time series datasets of economic and financial variables', 'source_id': '4eb417cb4bd15ceba2949a1358623cb8'}"
TOURISM (MONTHLY),TOURISM (QUARTERLY),"{'weight': 1.0, 'description': 'Tourism (Monthly) is related to Tourism (Quarterly) as both are time series datasets of tourism-related data', 'source_id': '4eb417cb4bd15ceba2949a1358623cb8'}"
TOURISM (MONTHLY),TOURISM (YEARLY),"{'weight': 1.0, 'description': 'Tourism (Monthly) is related to Tourism (Yearly) as both are time series datasets of tourism-related data', 'source_id': '4eb417cb4bd15ceba2949a1358623cb8'}"
TOURISM (QUARTERLY),TOURISM (YEARLY),"{'weight': 1.0, 'description': 'Tourism (Quarterly) is related to Tourism (Yearly) as both are time series datasets of tourism-related data', 'source_id': '4eb417cb4bd15ceba2949a1358623cb8'}"
SMARTMETER ENERGY USE DATA,ETERS,"{'weight': 1.0, 'description': 'ETERS dataset is sourced from smartmeter energy use data in London households', 'source_id': 'd4bc1397526f236029876d4fbc22a721'}"
WIND FARMS,AUSTRALIA WIND FARM DATA,"{'weight': 1.0, 'description': 'Wind Farms dataset is sourced from Australia wind farm data', 'source_id': 'd4bc1397526f236029876d4fbc22a721'}"
